Q_signed_au,Q_absolute_au,Eprime_keV,E0_keV,E0_minus_Eprime_keV,Eprime_minus_E0_keV,theta_deg,q_gamma_keV_c
-4.991657518051932,4.991657518051932,545.6177315209703,662.0,116.38226847902968,-116.38226847902968,33.34764416073195,363.9879903081251
46.943936804151804,46.943936804151804,241.43694953688066,662.0,420.56305046311934,-420.56305046311934,40.53428857394541,503.57402281785716
-13.678939980211778,13.678939980211778,426.40073772847603,662.0,235.59926227152397,-235.59926227152397,55.00527252694082,544.3243011459181
-21.999099450164575,21.999099450164575,160.47657308940225,662.0,501.5234269105978,-501.5234269105978,148.00056198354514,802.610395701311
-31.863889214151417,31.863889214151417,227.2000255867377,662.0,434.7999744132623,-434.7999744132623,118.50353569597536,795.8741381249823
-12.066253084789748,12.066253084789748,446.460733666271,662.0,215.53926633372902,-215.53926633372902,51.14537209168187,516.4666839682426
-14.723186206066382,14.723186206066382,413.7297692108979,662.0,248.27023078910207,-248.27023078910207,57.53402940908587,561.5779038863916
-29.719562814180854,29.719562814180854,183.48688565870586,662.0,478.5131143412941,-478.5131143412941,144.80968033145342,818.8098236373686
-9.274099628680364,9.274099628680364,482.941504573101,662.0,179.05849542689901,-179.05849542689901,44.45466846789161,463.74490483811854
-34.22150855443257,34.22150855443257,203.55512561541127,662.0,458.44487438458873,-458.44487438458873,137.60119887516458,823.8333357304284
-4.532258089639491,4.532258089639491,553.1126317327792,662.0,108.88736826722084,-108.88736826722084,32.00074764122127,350.9118293286765
